asset_turnover,current_ratio,dividend_yield,eps,return,on_bal_vol,operating_leverage,payout_ratio,price,price/book,price/cashflow,price/earnings,price/earnings/growth,profit_margin,roa,roe,ros,rsi,stddev,stoch_osc,vol_roc,period
0.139004863,,3.676695876,1.65,-4.997242478,-819756,7.06699137,0.727272727,32.638000000000005,,20.18795483,19.78060606,0.762135116,38.0953445,5.295438138,11.34334288,54.74679504,30.70461046,0.7012384190000001,126.5200517,131.0,2016-8-1
0.139004863,,3.8406144980000003,1.65,-4.061449832,1616725,7.06699137,0.727272727,31.245,,19.32632664,18.93636364,0.729606952,38.0953445,5.295438138,11.34334288,54.74679504,53.90457427,1.703409336,131.0269083,-31.0,2016-9-1
0.139004863,,4.07761052,1.65,-3.700431547,1803313,7.06699137,0.727272727,29.429000000000002,,18.20305542,17.83575758,0.687201248,38.0953445,5.295438138,11.34334288,54.74679504,32.10731391,0.979631021,128.6844708,100.0,2016-10-1
0.139004863,,4.468441631,1.65,11.40942096,332037,7.06699137,0.727272727,26.855,,16.61092981,16.27575758,0.627095365,38.0953445,5.295438138,11.34334288,54.74679504,73.64329929,1.238865979,-23.12593703,-36.0,2016-11-1
0.139004863,,4.0304974310000015,1.65,6.7510831960000015,3625575,7.06699137,0.727272727,29.773000000000003,,18.41583367,18.04424242,0.695234046,38.0953445,5.295438138,11.34334288,54.74679504,50.41514944,1.0217140409999999,-85.59556787,34.0,2016-12-1
0.604478828,1.007362546,1.4099890780000002,5.73,-6.956608083,-46248140,1.17354383,0.247818499,100.71,2.183715679,12.4268346,17.57591623,1.037614332,16.88057233,10.20394858,19.84447309,28.25891573,38.48858039,1.985668206,117.0544413,-15.0,2016-1-1
0.604478828,1.007362546,1.55934288,5.73,2.577308267,33552994,1.17354383,0.247818499,91.064,1.974559474,11.23659285,15.89249564,0.93823167,16.88057233,10.20394858,19.84447309,28.25891573,50.49406302,1.5500342319999998,56.7854229,-54.0,2016-2-1
0.604478828,1.007362546,1.496974425,5.73,2.3825085919999998,8283380,1.17354383,0.247818499,94.85799999999999,2.056825557,11.70474309,16.55462478,0.977321222,16.88057233,10.20394858,19.84447309,28.25891573,47.02145079,0.8471191579999999,6.093057607,25.0,2016-3-1
0.604478828,1.007362546,1.4714873419999999,5.73,4.651765267,25427023,1.17354383,0.247818499,96.501,2.092451065,11.90747658,16.84136126,0.994249038,16.88057233,10.20394858,19.84447309,28.25891573,64.41018874,1.1375604320000001,16.77635824,11.0,2016-4-1
0.604478828,1.007362546,1.391338428,5.73,-4.929453263,-72666573,1.17354383,0.247818499,102.06,2.212988007,12.59341416,17.81151832,1.051523371,16.88057233,10.20394858,19.84447309,28.25891573,50.84272443,1.134573881,153.5196414,-62.0,2016-5-1
0.604478828,1.007362546,1.4708928940000001,5.73,-0.911539258,13044058,1.17354383,0.247818499,96.54,2.09329671,11.91228888,16.84816754,0.994650855,16.88057233,10.20394858,19.84447309,28.25891573,39.9237661,1.01523473,83.61236951,-18.0,2016-6-1
0.604478828,1.007362546,1.486848718,5.73,-1.0376528729999999,-13841118,1.17354383,0.247818499,95.50399999999999,2.0708329080000003,11.78445449,16.66736475,0.983976955,16.88057233,10.20394858,19.84447309,28.25891573,25.06922650000001,0.584664604,24.39082091,-3.0,2016-7-1
